ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,cluster
CLI3291,M,No,75,Si,Servicios,+20annos,Bajo,1,1949,Generacion X,91929,Jaen,759,50,0,130,,Jóvenes con gasto moderado (0)
CLI3292,M,Si,51,No,Ejecutivo,+20annos,Alto,4,1973,Generacion X,65742,Sevilla,583,30,0,523,4.0,Jóvenes con gasto moderado (0)
CLI3293,M,No,35,No,Funcionario,10-20annos,Bajo,4,1989,Millennials,20755,Guipiºzcoa,893,30,0,586,4.0,"Ricos, mayores y no digitales (2)"
CLI3294,M,Si,56,Si,Artista,+20annos,Medio,3,1968,Generacion X,50662,Guipiºzcoa,1639,30,1,261,,Jóvenes con bajos ingresos(1)
CLI3295,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,16433,Palencia,203,30,0,515,4.0,"Ricos, mayores y no digitales (2)"
CLI3296,F,No,29,,Funcionario,<10annos,Bajo,4,1995,Millennials,18458,Huesca,1857,30,0,106,,"Ricos, mayores y no digitales (2)"
CLI3297,F,No,35,Si,Funcionario,10-20annos,Bajo,5,1989,Millennials,21865,Jaen,1859,30,1,111,,"Ricos, mayores y no digitales (2)"
CLI3298,M,Si,68,Si,Medico,+20annos,Alto,2,1956,Generacion X,102175,Santa Cruz de Tenerife,1209,50,1,255,,Adultos equilibrados y con poder (3)
CLI3299,M,Si,52,Si,Artista,+20annos,Medio,2,1972,Generacion X,31763,Palencia,1404,30,0,589,4.0,Jóvenes con bajos ingresos(1)
CLI33,F,Si,46,No,Medico,+20annos,Bajo,2,1978,Generacion X,58123,Alicante,72,30,0,421,3.0,Jóvenes con gasto moderado (0)
CLI330,F,No,35,Si,Funcionario,10-20annos,Bajo,5,1989,Millennials,20138,Huelva,1997,30,1,182,,"Ricos, mayores y no digitales (2)"
CLI3300,M,Si,31,Si,Construccion,<10annos,Medio,2,1993,Millennials,26779,Leon,1399,30,0,83,,Jóvenes con gasto moderado (0)
CLI3301,F,No,53,No,Otros,+20annos,Bajo,1,1971,Generacion X,50468,Navarra,158,30,1,170,,Jóvenes con gasto moderado (0)
CLI3302,M,Si,67,Si,Otros,+20annos,Medio,2,1957,Generacion X,98252,Huesca,915,50,0,244,,Jóvenes con bajos ingresos(1)
CLI3303,F,No,28,No,Negocios/empresa,<10annos,Bajo,4,1996,Millennials,21228,Teruel,2789,30,0,46,,"Ricos, mayores y no digitales (2)"
CLI3304,M,Si,81,Si,Servicios,+20annos,Alto,2,1943,Generacion Silenciosa,108948,Almeri­a,935,50,1,108,,Adultos equilibrados y con poder (3)
CLI3305,M,Si,42,No,Artista,+20annos,Bajo,2,1982,Millennials,128907,Toledo,1583,120,0,297,,Jóvenes con bajos ingresos(1)
CLI3306,M,Si,31,Si,Funcionario,<10annos,Alto,2,1993,Millennials,23010,LLeida,1215,30,0,436,3.0,"Ricos, mayores y no digitales (2)"
CLI3307,F,,30,No,Ingeniero,<10annos,Bajo,1,1994,Millennials,22187,Burgos,1215,30,0,110,,"Ricos, mayores y no digitales (2)"
CLI3308,M,Si,62,Si,Ejecutivo,+20annos,Alto,4,1962,Generacion X,75986,Valencia,955,80,1,317,5.0,Adultos equilibrados y con poder (3)
CLI3309,M,No,28,No,Negocios/empresa,<10annos,Bajo,3,1996,Millennials,31619,Segovia,995,30,1,284,,"Ricos, mayores y no digitales (2)"
CLI331,F,Si,68,Si,Artista,+20annos,Medio,3,1956,Generacion X,61611,Sevilla,1502,80,0,78,,Jóvenes con bajos ingresos(1)
CLI3310,F,No,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,88631,Palencia,1261,50,1,314,5.0,Jóvenes con gasto moderado (0)
CLI3311,F,Si,55,Si,Medico,+20annos,Medio,2,1969,Generacion X,90044,Valencia,74,50,0,222,,Jóvenes con bajos ingresos(1)
CLI3312,F,Si,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,119381,Leon,1287,50,0,579,1.0,Adultos equilibrados y con poder (3)
CLI3313,M,No,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,97401,Baleares,915,50,0,251,,Jóvenes con gasto moderado (0)
CLI3314,M,Si,53,Si,Artista,+20annos,Alto,4,1971,Generacion X,22887,Navarra,837,30,1,260,,Jóvenes con gasto moderado (0)
CLI3315,M,Si,43,Si,Artista,+20annos,Medio,2,1981,Millennials,47985,Jaen,1261,50,0,541,4.0,Jóvenes con gasto moderado (0)
CLI3316,M,Si,40,Si,Artista,10-20annos,Medio,2,1984,Millennials,21049,Zaragoza,1169,30,1,193,,Jóvenes con gasto moderado (0)
CLI3317,M,Si,69,Si,Artista,+20annos,Bajo,1,1955,Generacion X,82782,LLeida,1385,50,0,333,5.0,Adultos equilibrados y con poder (3)
CLI3318,M,Si,40,Si,Artista,10-20annos,Medio,4,1984,Millennials,79979,Malaga,1583,30,0,396,3.0,Jóvenes con gasto moderado (0)
CLI3319,M,Si,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,53709,Caceres,1721,50,0,288,,Jóvenes con gasto moderado (0)
CLI332,F,Si,64,Si,Ingeniero,+20annos,Medio,4,1960,Generacion X,37050,Burgos,1541,30,1,196,,Jóvenes con bajos ingresos(1)
CLI3320,M,No,46,Si,Otros,+20annos,Bajo,3,1978,Generacion X,36230,Leon,1737,30,1,219,,Jóvenes con gasto moderado (0)
CLI3321,M,Si,43,No,Medico,+20annos,Alto,2,1981,Millennials,62302,Guipiºzcoa,1169,30,0,96,,Jóvenes con gasto moderado (0)
CLI3322,F,No,31,No,Ejecutivo,<10annos,Bajo,1,1993,Millennials,22492,ivila,732,30,1,260,,"Ricos, mayores y no digitales (2)"
CLI3323,M,Si,44,Si,Funcionario,+20annos,Bajo,1,1980,Generacion X,111293,Lugo,1744,50,0,337,5.0,Jóvenes con gasto moderado (0)
CLI3324,F,Si,97,Si,Servicios,+20annos,Bajo,2,1927,Generacion Silenciosa,98897,LLeida,974,50,1,293,,Adultos equilibrados y con poder (3)
CLI3325,M,Si,63,Si,Ejecutivo,+20annos,Alto,2,1961,Generacion X,33695,Salamanca,857,30,1,323,5.0,Jóvenes con gasto moderado (0)
CLI3326,F,Si,56,Si,Artista,+20annos,Medio,3,1968,Generacion X,73124,Salamanca,857,80,0,507,4.0,Jóvenes con bajos ingresos(1)
CLI3327,F,,47,No,Ingeniero,+20annos,Medio,5,1977,Generacion X,89177,Orense,16,30,1,133,,Jóvenes con gasto moderado (0)
CLI3328,F,No,31,No,Negocios/empresa,<10annos,Bajo,4,1993,Millennials,30379,Huelva,2043,30,0,526,4.0,"Ricos, mayores y no digitales (2)"
CLI3329,F,Si,46,No,Construccion,+20annos,Medio,4,1978,Generacion X,121125,Guipiºzcoa,955,200,0,465,3.0,Jóvenes con bajos ingresos(1)
CLI333,F,No,35,No,Ingeniero,10-20annos,Bajo,4,1989,Millennials,19290,Zaragoza,2066,30,1,225,,"Ricos, mayores y no digitales (2)"
CLI3330,M,No,20,No,Funcionario,<10annos,Bajo,7,2004,Generacion Z,18513,Santa Cruz de Tenerife,14775,30,0,553,4.0,"Ricos, mayores y no digitales (2)"
CLI3331,F,No,30,No,Ingeniero,<10annos,Bajo,2,1994,Millennials,20017,LLeida,962,30,0,181,,"Ricos, mayores y no digitales (2)"
CLI3332,F,Si,68,Si,Artista,+20annos,Medio,3,1956,Generacion X,100783,Almeri­a,16,80,0,569,4.0,Jóvenes con bajos ingresos(1)
CLI3333,M,Si,75,No,Artista,+20annos,Bajo,1,1949,Generacion X,61907,Gerona,1756,30,0,579,4.0,Jóvenes con gasto moderado (0)
CLI3334,M,Si,46,Si,Otros,+20annos,Medio,2,1978,Generacion X,109963,Las Palmas,1346,50,0,257,,Jóvenes con bajos ingresos(1)
CLI3335,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,23005,Palencia,2409,30,0,403,3.0,"Ricos, mayores y no digitales (2)"
CLI3336,M,Si,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,111549,Ceuta,564,50,1,304,5.0,Jóvenes con gasto moderado (0)
CLI3337,F,Si,53,Si,Artista,+20annos,Alto,4,1971,Generacion X,32976,ivila,1013,30,0,161,,Jóvenes con gasto moderado (0)
CLI3338,M,Si,39,Si,Otros,10-20annos,Bajo,2,1985,Millennials,27669,Orense,985,30,0,171,,Jóvenes con gasto moderado (0)
CLI3339,M,Si,62,Si,Otros,+20annos,Medio,2,1962,Generacion X,107374,Baleares,583,50,0,597,4.0,Jóvenes con bajos ingresos(1)
CLI334,M,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,27767,Guadalajara,1857,30,0,111,,"Ricos, mayores y no digitales (2)"
CLI3340,F,Si,97,Si,Servicios,+20annos,Bajo,1,1927,Generacion Silenciosa,123084,Burgos,1189,50,0,269,,Adultos equilibrados y con poder (3)
CLI3341,M,Si,28,No,Ingeniero,<10annos,Medio,3,1996,Millennials,31730,Cadiz,1098,30,0,302,5.0,Jóvenes con gasto moderado (0)
CLI3342,F,Si,47,Si,Medico,+20annos,Bajo,1,1977,Generacion X,112382,Huelva,1209,50,0,492,3.0,Jóvenes con gasto moderado (0)
CLI3343,M,No,28,No,Funcionario,<10annos,Bajo,4,1996,Millennials,28163,Malaga,1616,30,1,101,,"Ricos, mayores y no digitales (2)"
CLI3344,F,Si,86,No,Servicios,+20annos,Bajo,1,1938,Generacion Silenciosa,111919,Cuenca,583,120,0,110,,Adultos equilibrados y con poder (3)
CLI3345,F,Si,58,Si,Artista,+20annos,Medio,6,1966,Generacion X,79736,Palencia,935,30,0,70,,Jóvenes con bajos ingresos(1)
CLI3346,M,Si,36,Si,Medico,10-20annos,Medio,2,1988,Millennials,31493,Valencia,1376,30,0,210,,Jóvenes con gasto moderado (0)
CLI3347,M,No,54,Si,Artista,+20annos,Bajo,1,1970,Generacion X,67079,Navarra,681,50,0,231,,Jóvenes con gasto moderado (0)
CLI3348,F,No,34,Si,Funcionario,10-20annos,Bajo,4,1990,Millennials,20571,Barcelona,1307,30,1,186,,"Ricos, mayores y no digitales (2)"
CLI3349,M,Si,72,Si,Medico,+20annos,Bajo,1,1952,Generacion X,122150,Huelva,1756,50,0,163,,Adultos equilibrados y con poder (3)
CLI335,F,Si,62,Si,Artista,+20annos,Medio,4,1962,Generacion X,108609,Cordoba,1561,80,0,211,,Jóvenes con bajos ingresos(1)
CLI3350,M,Si,56,Si,Otros,+20annos,Medio,2,1968,Generacion X,84641,Navarra,1267,50,1,377,3.0,Jóvenes con bajos ingresos(1)
CLI3351,M,No,21,No,Medico,<10annos,Bajo,2,2003,Generacion Z,14815,Ciudad Real,1374,30,0,440,3.0,"Ricos, mayores y no digitales (2)"
CLI3352,M,Si,45,Si,Artista,+20annos,Medio,3,1979,Generacion X,115888,Albacete,11,30,0,572,4.0,Jóvenes con bajos ingresos(1)
CLI3353,F,No,63,Si,Medico,+20annos,Bajo,2,1961,Generacion X,106524,Cuenca,117,50,0,384,3.0,Jóvenes con gasto moderado (0)
CLI3354,F,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,31454,LLeida,1238,30,1,289,,Jóvenes con gasto moderado (0)
CLI3355,F,No,44,No,Ingeniero,+20annos,Bajo,1,1980,Generacion X,22689,Leon,2066,30,0,345,5.0,Jóvenes con gasto moderado (0)
CLI3356,M,No,29,Si,Funcionario,<10annos,Bajo,5,1995,Millennials,24630,Barcelona,1167,30,0,182,,"Ricos, mayores y no digitales (2)"
CLI3357,M,Si,95,Si,Servicios,+20annos,Bajo,2,1929,Generacion Silenciosa,65809,Burgos,1248,50,0,514,1.0,Adultos equilibrados y con poder (3)
CLI3358,M,Si,57,Si,Artista,+20annos,Medio,2,1967,Generacion X,28268,Jaen,1326,30,0,249,,Jóvenes con bajos ingresos(1)
CLI3359,F,Si,55,Si,Ingeniero,+20annos,Medio,2,1969,Generacion X,86003,Salamanca,1424,50,1,241,,Jóvenes con bajos ingresos(1)
CLI336,F,No,40,Si,Otros,10-20annos,Bajo,2,1984,Millennials,66164,Las Palmas,1422,50,0,190,,Jóvenes con gasto moderado (0)
CLI3360,M,Si,90,No,Servicios,+20annos,Alto,2,1934,Generacion Silenciosa,39883,Guipiºzcoa,857,30,1,140,,Adultos equilibrados y con poder (3)
CLI3361,M,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,26422,Madrid,2043,30,0,134,,Jóvenes con bajos ingresos(1)
CLI3362,M,Si,40,Si,Otros,10-20annos,Medio,2,1984,Millennials,79076,Guadalajara,1215,50,0,584,4.0,Jóvenes con gasto moderado (0)
CLI3363,M,Si,24,No,Medico,<10annos,Alto,9,2000,Generacion Z,18293,Granada,2409,30,0,69,,"Ricos, mayores y no digitales (2)"
CLI3364,F,,25,No,Funcionario,<10annos,Bajo,7,1999,Generacion Z,23520,Cordoba,2651,30,0,464,3.0,"Ricos, mayores y no digitales (2)"
CLI3365,F,No,30,No,Ingeniero,<10annos,Bajo,4,1994,Millennials,26476,Burgos,1077,30,1,327,5.0,"Ricos, mayores y no digitales (2)"
CLI3366,F,No,83,Si,Servicios,+20annos,Bajo,2,1941,Generacion Silenciosa,107014,ivila,642,50,1,195,,Adultos equilibrados y con poder (3)
CLI3367,M,No,35,Si,Funcionario,10-20annos,Bajo,3,1989,Millennials,22501,Almeri­a,1514,30,0,489,3.0,"Ricos, mayores y no digitales (2)"
CLI3368,F,Si,56,Si,Artista,+20annos,Medio,2,1968,Generacion X,104235,Gerona,1385,50,0,409,3.0,Jóvenes con bajos ingresos(1)
CLI3369,F,Si,64,Si,Artista,+20annos,Medio,4,1960,Generacion X,109945,Soria,583,80,1,214,,Jóvenes con bajos ingresos(1)
CLI337,F,No,33,No,Funcionario,10-20annos,Bajo,3,1991,Millennials,18858,Teruel,1905,30,0,86,,"Ricos, mayores y no digitales (2)"
CLI3370,F,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,88729,Lugo,1189,50,1,188,,Jóvenes con bajos ingresos(1)
CLI3371,M,Si,61,Si,Construccion,+20annos,Medio,4,1963,Generacion X,86601,Valladolid,779,80,1,296,,Jóvenes con bajos ingresos(1)
CLI3372,F,No,33,No,Ingeniero,10-20annos,Bajo,1,1991,Millennials,30220,Malaga,11,30,0,288,,"Ricos, mayores y no digitales (2)"
CLI3373,M,No,32,Si,Artista,10-20annos,Bajo,1,1992,Millennials,28304,Valencia,1422,30,1,118,,"Ricos, mayores y no digitales (2)"
CLI3374,F,Si,76,Si,Artista,+20annos,Medio,2,1948,Generacion X,63057,Palencia,1072,50,0,539,4.0,Jóvenes con bajos ingresos(1)
CLI3375,F,Si,45,No,Negocios/empresa,+20annos,Alto,5,1979,Generacion X,37042,Alicante,1859,30,0,207,,Jóvenes con gasto moderado (0)
CLI3376,M,Si,52,No,Ejecutivo,+20annos,Alto,5,1972,Generacion X,99928,Segovia,1561,30,0,357,5.0,Jóvenes con gasto moderado (0)
CLI3377,M,Si,84,Si,Servicios,+20annos,Bajo,1,1940,Generacion Silenciosa,118788,Murcia,1111,50,0,253,,Adultos equilibrados y con poder (3)
CLI3378,M,No,23,No,Funcionario,<10annos,Bajo,3,2001,Generacion Z,18232,Segovia,1995,30,0,200,,"Ricos, mayores y no digitales (2)"
CLI3379,F,No,33,Si,Artista,10-20annos,Bajo,1,1991,Millennials,19067,Tarragona,732,30,1,359,5.0,"Ricos, mayores y no digitales (2)"
CLI338,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,21250,Leon,1547,30,0,486,3.0,"Ricos, mayores y no digitales (2)"
CLI3380,M,Si,39,Si,Otros,10-20annos,Medio,2,1985,Millennials,29288,Gerona,755,30,0,485,3.0,Jóvenes con gasto moderado (0)
CLI3381,M,No,36,Si,Artista,10-20annos,Bajo,5,1988,Millennials,18838,La Corui±a,1284,30,0,187,,"Ricos, mayores y no digitales (2)"
CLI3382,M,No,28,No,Ingeniero,<10annos,Bajo,3,1996,Millennials,27664,ilava,2823,30,1,259,,"Ricos, mayores y no digitales (2)"
CLI3383,F,No,34,Si,Funcionario,10-20annos,Bajo,4,1990,Millennials,23692,Lugo,1146,30,0,573,4.0,"Ricos, mayores y no digitales (2)"
CLI3384,F,Si,28,No,Ingeniero,<10annos,Medio,5,1996,Millennials,30267,Navarra,1167,30,1,365,,Jóvenes con gasto moderado (0)
CLI3385,F,Si,42,Si,Artista,+20annos,Bajo,3,1982,Millennials,60033,ivila,1215,30,1,183,,Jóvenes con gasto moderado (0)
CLI3386,M,Si,62,Si,Artista,+20annos,Bajo,2,1962,Generacion X,43583,Sevilla,1561,50,0,326,5.0,Jóvenes con gasto moderado (0)
CLI3387,F,No,23,No,Funcionario,<10annos,Bajo,3,2001,Generacion Z,17392,Leon,2202,30,1,203,,"Ricos, mayores y no digitales (2)"
CLI3388,F,Si,52,Si,Otros,+20annos,Bajo,2,1972,Generacion X,80120,ilava,1541,50,0,401,1.0,Jóvenes con gasto moderado (0)
CLI3389,M,Si,57,Si,Ejecutivo,+20annos,Medio,6,1967,Generacion X,119473,Guipiºzcoa,1658,30,1,157,,Jóvenes con bajos ingresos(1)
CLI339,M,No,30,Si,Funcionario,<10annos,Bajo,2,1994,Millennials,28178,ilava,985,30,0,103,,"Ricos, mayores y no digitales (2)"
CLI3390,F,Si,69,Si,Artista,+20annos,Alto,3,1955,Generacion X,124207,Barcelona,1541,80,1,326,5.0,Adultos equilibrados y con poder (3)
CLI3391,F,Si,43,No,Artista,+20annos,Alto,3,1981,Millennials,24402,Orense,1192,30,0,174,,Jóvenes con gasto moderado (0)
CLI3392,F,No,22,No,Funcionario,<10annos,Bajo,1,2002,Generacion Z,18461,Navarra,2444,30,1,313,5.0,"Ricos, mayores y no digitales (2)"
CLI3393,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,20760,Santa Cruz de Tenerife,1236,30,0,518,4.0,"Ricos, mayores y no digitales (2)"
CLI3394,M,Si,46,Si,Otros,+20annos,Bajo,5,1978,Generacion X,68680,Palencia,896,30,0,481,3.0,Jóvenes con bajos ingresos(1)
CLI3395,M,No,42,No,Medico,+20annos,Bajo,5,1982,Millennials,103981,Ceuta,11,30,0,161,,Jóvenes con gasto moderado (0)
CLI3396,F,No,47,Si,Funcionario,+20annos,Bajo,1,1977,Generacion X,91804,Las Palmas,896,50,0,263,,Jóvenes con gasto moderado (0)
CLI3397,F,No,31,No,Construccion,<10annos,Bajo,1,1993,Millennials,30578,Malaga,1997,30,1,199,,"Ricos, mayores y no digitales (2)"
CLI3398,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,23331,Albacete,2892,30,0,451,3.0,"Ricos, mayores y no digitales (2)"
CLI3399,M,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,81757,Segovia,1033,50,0,75,,Jóvenes con bajos ingresos(1)
CLI34,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,16852,LLeida,1512,30,1,168,,"Ricos, mayores y no digitales (2)"
CLI340,F,No,42,Si,Medico,+20annos,Bajo,1,1982,Millennials,49370,Valladolid,202,50,1,100,,Jóvenes con gasto moderado (0)
CLI3400,M,Si,79,Si,Otros,+20annos,Medio,2,1945,Generacion Silenciosa,55591,Guadalajara,837,50,0,354,5.0,Jóvenes con bajos ingresos(1)
CLI3401,M,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,29928,Huesca,995,30,0,36,,"Ricos, mayores y no digitales (2)"
CLI3402,M,Si,64,Si,Artista,+20annos,Alto,2,1960,Generacion X,53721,Navarra,1482,50,1,339,5.0,Adultos equilibrados y con poder (3)
CLI3403,F,Si,41,Si,Artista,10-20annos,Alto,3,1983,Millennials,27718,Gerona,156,30,1,242,,"Ricos, mayores y no digitales (2)"
CLI3404,M,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,24131,Vizcaya,1029,30,0,275,,"Ricos, mayores y no digitales (2)"
CLI3405,M,,89,No,Ejecutivo,+20annos,Alto,2,1935,Generacion Silenciosa,32304,Soria,994,30,0,364,5.0,Jóvenes con gasto moderado (0)
CLI3406,F,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,30856,Murcia,14775,30,0,421,3.0,"Ricos, mayores y no digitales (2)"
CLI3407,M,Si,85,No,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,55450,Vizcaya,779,30,1,398,3.0,Adultos equilibrados y con poder (3)
CLI3408,F,No,36,No,Medico,10-20annos,Bajo,2,1988,Millennials,21226,Cuenca,916,30,0,142,,"Ricos, mayores y no digitales (2)"
CLI3409,M,Si,39,Si,Otros,10-20annos,Medio,3,1985,Millennials,28875,Guipiºzcoa,1767,30,0,334,5.0,Jóvenes con gasto moderado (0)
CLI341,M,Si,51,Si,Artista,+20annos,Medio,2,1973,Generacion X,29539,Soria,1013,30,1,314,5.0,Jóvenes con bajos ingresos(1)
CLI3410,M,No,28,No,Funcionario,<10annos,Bajo,3,1996,Millennials,20761,La Rioja,1857,30,0,130,,"Ricos, mayores y no digitales (2)"
CLI3411,M,No,24,No,Funcionario,<10annos,Bajo,3,2000,Generacion Z,18099,Teruel,2789,30,1,297,,"Ricos, mayores y no digitales (2)"
CLI3412,F,Si,46,Si,Ingeniero,+20annos,Alto,4,1978,Generacion X,32529,Albacete,1717,30,0,459,1.0,Jóvenes con gasto moderado (0)
CLI3413,F,No,28,No,Ejecutivo,<10annos,Bajo,3,1996,Millennials,20100,ivila,2202,30,0,395,3.0,"Ricos, mayores y no digitales (2)"
CLI3414,M,No,36,No,Funcionario,10-20annos,Bajo,5,1988,Millennials,26742,Zamora,1767,30,0,250,,"Ricos, mayores y no digitales (2)"
CLI3415,M,Si,56,Si,Otros,+20annos,Medio,5,1968,Generacion X,59943,Pontevedra,1482,30,0,210,,Jóvenes con bajos ingresos(1)
CLI3416,F,No,34,No,Negocios/empresa,10-20annos,Bajo,4,1990,Millennials,20827,Zaragoza,709,30,0,534,4.0,"Ricos, mayores y no digitales (2)"
CLI3417,F,No,35,No,Otros,10-20annos,Bajo,5,1989,Millennials,30985,Soria,156,30,0,90,,"Ricos, mayores y no digitales (2)"
CLI3418,M,No,35,No,Medico,10-20annos,Bajo,1,1989,Millennials,25229,Teruel,1399,30,1,252,,"Ricos, mayores y no digitales (2)"
CLI3419,F,No,50,No,Negocios/empresa,+20annos,Bajo,1,1974,Generacion X,63551,ivila,564,30,0,405,3.0,Jóvenes con gasto moderado (0)
CLI342,M,No,32,Si,Artista,10-20annos,Bajo,1,1992,Millennials,26497,Malaga,824,30,0,412,3.0,"Ricos, mayores y no digitales (2)"
CLI3420,M,No,41,Si,Ingeniero,10-20annos,Bajo,3,1983,Millennials,67290,La Corui±a,1698,30,1,288,,"Ricos, mayores y no digitales (2)"
CLI3421,F,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,22530,Ciudad Real,2616,30,1,160,,"Ricos, mayores y no digitales (2)"
CLI3422,F,No,57,Si,Artista,+20annos,Bajo,1,1967,Generacion X,50019,Granada,1385,50,1,281,,Jóvenes con gasto moderado (0)
CLI3423,F,Si,46,No,Ingeniero,+20annos,Medio,2,1978,Generacion X,99727,Cuenca,1443,120,0,596,4.0,Jóvenes con bajos ingresos(1)
CLI3424,M,Si,65,Si,Ejecutivo,+20annos,Alto,5,1959,Generacion X,38407,Alicante,583,30,1,146,,Jóvenes con gasto moderado (0)
CLI3425,F,Si,73,Si,Artista,+20annos,Medio,3,1951,Generacion X,103841,Las Palmas,1678,80,0,599,4.0,Jóvenes con bajos ingresos(1)
CLI3426,M,Si,87,,Servicios,+20annos,Bajo,1,1937,Generacion Silenciosa,92739,Zaragoza,818,120,0,426,3.0,Adultos equilibrados y con poder (3)
CLI3427,F,Si,57,Si,Ingeniero,+20annos,Medio,4,1967,Generacion X,45982,Toledo,896,30,0,378,3.0,Jóvenes con bajos ingresos(1)
CLI3428,M,Si,52,Si,Ejecutivo,+20annos,Alto,5,1972,Generacion X,22846,Sevilla,115,30,0,140,,Jóvenes con gasto moderado (0)
CLI3429,M,Si,46,Si,Artista,+20annos,Medio,3,1978,Generacion X,102081,Guipiºzcoa,1717,80,0,473,3.0,Jóvenes con bajos ingresos(1)
CLI343,M,Si,56,No,Otros,+20annos,Medio,4,1968,Generacion X,37594,Caceres,1678,30,0,147,,Jóvenes con bajos ingresos(1)
CLI3430,M,Si,53,Si,Artista,+20annos,Medio,4,1971,Generacion X,123200,Huesca,115,80,0,540,4.0,Jóvenes con bajos ingresos(1)
CLI3431,M,Si,92,No,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,33263,Ceuta,1306,30,1,173,,Adultos equilibrados y con poder (3)
CLI3432,F,No,43,Si,Artista,+20annos,Bajo,1,1981,Millennials,49039,Ceuta,1652,50,1,155,,Jóvenes con gasto moderado (0)
CLI3433,M,Si,67,No,Negocios/empresa,+20annos,Alto,2,1957,Generacion X,60559,LLeida,681,30,0,488,3.0,Jóvenes con gasto moderado (0)
CLI3434,F,Si,51,No,Artista,+20annos,Alto,2,1973,Generacion X,119639,Alicante,1209,120,1,292,,Adultos equilibrados y con poder (3)
CLI3435,F,Si,36,Si,Ingeniero,10-20annos,Medio,2,1988,Millennials,31742,Barcelona,1951,30,0,516,4.0,Jóvenes con gasto moderado (0)
CLI3436,F,Si,34,Si,Negocios/empresa,10-20annos,Alto,4,1990,Millennials,21505,Cadiz,1031,30,1,106,,"Ricos, mayores y no digitales (2)"
CLI3437,F,Si,45,No,Otros,+20annos,Alto,2,1979,Generacion X,99651,Santa Cruz de Tenerife,1652,120,0,203,,Adultos equilibrados y con poder (3)
CLI3438,M,,35,Si,Medico,10-20annos,Medio,2,1989,Millennials,26843,Pontevedra,11,30,1,133,,"Ricos, mayores y no digitales (2)"
CLI3439,M,Si,73,Si,Servicios,+20annos,Bajo,2,1951,Generacion X,60284,Tarragona,1482,50,0,229,,Jóvenes con gasto moderado (0)
CLI344,M,Si,61,No,Artista,+20annos,Bajo,1,1963,Generacion X,21809,Zaragoza,622,30,1,218,,Jóvenes con gasto moderado (0)
CLI3440,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,12417,Jaen,2375,30,0,65,,"Ricos, mayores y no digitales (2)"
CLI3441,M,Si,47,No,Ingeniero,+20annos,Medio,2,1977,Generacion X,106142,Cadiz,603,120,0,239,,Jóvenes con bajos ingresos(1)
CLI3442,M,No,31,No,Otros,<10annos,Bajo,3,1993,Millennials,28452,Zamora,1767,30,0,34,,"Ricos, mayores y no digitales (2)"
CLI3443,F,Si,42,Si,Artista,+20annos,Medio,4,1982,Millennials,53601,Zamora,1928,30,1,121,,Jóvenes con gasto moderado (0)
CLI3444,M,Si,46,Si,Funcionario,+20annos,Bajo,2,1978,Generacion X,53117,Barcelona,955,50,1,315,5.0,Jóvenes con gasto moderado (0)
CLI3445,M,Si,56,Si,Artista,+20annos,Bajo,3,1968,Generacion X,126215,Leon,837,80,0,339,5.0,Jóvenes con bajos ingresos(1)
CLI3446,M,Si,86,Si,Servicios,+20annos,Bajo,1,1938,Generacion Silenciosa,103567,Huelva,1404,50,1,287,,Adultos equilibrados y con poder (3)
CLI3447,M,Si,76,Si,Otros,+20annos,Alto,3,1948,Generacion X,69246,LLeida,1502,80,1,362,5.0,Adultos equilibrados y con poder (3)
CLI3448,F,Si,98,Si,Servicios,+20annos,Alto,2,1926,Generacion Silenciosa,23429,La Corui±a,681,30,0,488,3.0,Adultos equilibrados y con poder (3)
CLI3449,F,Si,52,Si,Funcionario,+20annos,Medio,6,1972,Generacion X,33403,ivila,759,30,0,459,3.0,Jóvenes con bajos ingresos(1)
