ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno
CLI1196,M,Si,41,No,Medico,10-20annos,Medio,2,1983,Millennials,51206,Zaragoza,1629,30,0,462,3
CLI1197,F,Si,29,No,Medico,<10annos,Medio,2,1995,Millennials,28834,Valencia,995,30,1,356,5
CLI1198,M,Si,41,No,Otros,10-20annos,Bajo,5,1983,Millennials,27087,Cadiz,87,30,0,33,NULL
CLI1199,F,Si,58,Si,Artista,+20annos,Medio,3,1966,Generacion X,126233,Zamora,661,80,0,285,NULL
CLI12,F,No,29,Si,Ingeniero,<10annos,Bajo,3,1995,Millennials,20504,Ciudad Real,272,30,0,446,3
CLI120,M,No,30,No,Servicios,<10annos,Bajo,7,1994,Millennials,24750,La Corui±a,824,30,1,319,5
CLI1200,F,No,61,Si,Artista,+20annos,Bajo,1,1963,Generacion X,105293,Huelva,1619,50,1,244,NULL
CLI1201,M,Si,46,Si,Ejecutivo,+20annos,Alto,6,1978,Generacion X,111041,Zaragoza,1717,30,0,142,NULL
CLI1202,F,Si,51,Si,Artista,+20annos,Medio,2,1973,Generacion X,117939,Ciudad Real,1287,50,1,194,NULL
CLI1203,M,Si,33,Si,Funcionario,10-20annos,Bajo,6,1991,Millennials,20233,Huelva,893,30,1,186,NULL
CLI1204,M,No,69,Si,Artista,+20annos,Bajo,1,1955,Generacion X,92943,Valencia,1658,50,0,169,NULL
CLI1205,M,Si,57,Si,Otros,+20annos,Bajo,4,1967,Generacion X,119039,Palencia,759,80,0,497,3
CLI1206,F,No,31,Si,Medico,<10annos,Bajo,2,1993,Millennials,18580,Madrid,1077,30,1,120,NULL
CLI1207,F,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,16048,Vizcaya,1305,30,0,325,5
CLI1208,M,Si,66,Si,Ejecutivo,+20annos,Alto,3,1958,Generacion X,52056,Lugo,857,30,0,320,5
CLI1209,M,Si,46,Si,Funcionario,+20annos,Medio,4,1978,Generacion X,48663,Zaragoza,564,30,0,556,4
CLI121,F,Si,41,Si,Artista,10-20annos,Alto,2,1983,Millennials,102142,Guipiºzcoa,1445,50,1,380,3
CLI1210,M,Si,51,Si,Medico,+20annos,Medio,6,1973,Generacion X,24098,Teruel,564,30,0,340,5
CLI1211,M,Si,41,Si,Artista,10-20annos,Medio,2,1983,Millennials,72462,Orense,732,50,0,309,5
CLI1212,F,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,113111,Teruel,1541,50,1,326,5
CLI1213,F,Si,51,Si,Artista,+20annos,Medio,4,1973,Generacion X,25806,Navarra,1385,30,0,47,NULL
CLI1214,M,Si,54,No,Funcionario,+20annos,Bajo,7,1970,Generacion X,91019,Palencia,1619,30,0,490,3
CLI1215,F,Si,98,No,Servicios,+20annos,Alto,2,1926,Generacion Silenciosa,65005,Malaga,1033,30,0,372,3
CLI1216,F,Si,42,No,Otros,+20annos,Bajo,1,1982,Millennials,31175,Valladolid,156,30,1,212,NULL
CLI1217,M,Si,53,Si,Artista,+20annos,Medio,2,1971,Generacion X,126290,Segovia,818,50,0,405,3
CLI1218,F,Si,56,Si,Artista,+20annos,Bajo,4,1968,Generacion X,57787,Valladolid,1209,80,0,363,5
CLI1219,M,Si,80,Si,Artista,+20annos,Alto,2,1944,Generacion Silenciosa,24963,Barcelona,1091,30,1,276,NULL
CLI122,M,Si,51,Si,Ejecutivo,+20annos,Alto,3,1973,Generacion X,88796,Vizcaya,974,80,0,347,5
CLI1220,M,No,33,Si,Funcionario,10-20annos,Bajo,4,1991,Millennials,24228,Teruel,1514,30,0,289,NULL
CLI1221,F,Si,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,93981,Soria,1326,50,0,250,NULL
CLI1222,F,Si,72,Si,Servicios,+20annos,Medio,2,1952,Generacion X,113186,La Corui±a,1209,50,1,100,NULL
CLI1223,F,No,40,No,Artista,10-20annos,Bajo,1,1984,Millennials,79168,Albacete,87,120,0,486,3
CLI1224,F,No,28,Si,Funcionario,<10annos,Bajo,3,1996,Millennials,22761,Pontevedra,1823,30,1,123,NULL
CLI1225,F,No,34,No,Servicios,10-20annos,Bajo,3,1990,Millennials,31742,Albacete,1813,30,0,218,NULL
CLI1226,M,Si,47,Si,Ejecutivo,+20annos,Alto,4,1977,Generacion X,89540,Lugo,1111,80,0,524,4
CLI1227,F,Si,36,Si,Construccion,10-20annos,Alto,2,1988,Millennials,20239,Jaen,1215,30,0,597,4
CLI1228,M,No,33,Si,Otros,10-20annos,Bajo,1,1991,Millennials,31340,Vizcaya,1215,30,0,306,5
CLI1229,F,NULL,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,12373,Valladolid,2961,30,1,384,3
CLI123,M,Si,61,No,Ejecutivo,+20annos,Alto,4,1963,Generacion X,64910,Tarragona,1189,30,0,170,NULL
CLI1230,F,No,28,Si,Ingeniero,<10annos,Bajo,2,1996,Millennials,30592,Madrid,165,30,0,411,3
CLI1231,M,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,74625,Cadiz,1737,80,1,241,NULL
CLI1232,F,No,34,Si,Artista,10-20annos,Bajo,1,1990,Millennials,19015,Alicante,1767,30,0,397,3
CLI1233,M,NULL,36,No,Funcionario,10-20annos,Bajo,3,1988,Millennials,19289,Baleares,1675,30,0,516,4
CLI1234,F,No,30,Si,Medico,<10annos,Bajo,8,1994,Millennials,18747,Soria,1146,30,1,340,5
CLI1235,F,No,36,Si,Otros,10-20annos,Bajo,3,1988,Millennials,21607,Baleares,156,30,0,110,NULL
CLI1236,M,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,18436,LLeida,1468,30,1,207,NULL
CLI1237,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,20384,Malaga,2858,30,0,273,NULL
CLI1238,F,Si,28,No,Negocios/empresa,<10annos,Alto,5,1996,Millennials,18951,ilava,2961,30,1,258,NULL
CLI1239,M,Si,63,No,Ejecutivo,+20annos,Alto,4,1961,Generacion X,116537,Vizcaya,1717,30,1,122,NULL
CLI124,F,Si,52,No,Ingeniero,+20annos,Medio,4,1972,Generacion X,91780,Zamora,603,30,0,460,3
CLI1240,M,Si,50,No,Ejecutivo,+20annos,Medio,4,1974,Generacion X,125353,Badajoz,896,200,0,266,NULL
CLI1241,F,Si,52,No,Construccion,+20annos,Alto,3,1972,Generacion X,38958,Soria,1561,30,0,527,4
CLI1242,M,Si,22,NULL,Negocios/empresa,<10annos,Medio,3,2002,Generacion Z,21990,Segovia,2064,30,0,124,NULL
CLI1243,F,No,36,Si,Medico,10-20annos,Bajo,2,1988,Millennials,28313,Baleares,1169,30,0,230,NULL
CLI1244,M,Si,50,Si,Artista,+20annos,Bajo,1,1974,Generacion X,95487,Barcelona,1502,50,0,335,5
CLI1245,M,No,30,No,Funcionario,<10annos,Bajo,3,1994,Millennials,20673,Palencia,1031,30,0,280,NULL
CLI1246,F,Si,42,Si,Ingeniero,+20annos,Bajo,1,1982,Millennials,99952,Lugo,1629,50,0,45,NULL
CLI1247,F,No,42,No,Ingeniero,+20annos,Bajo,3,1982,Millennials,67463,Orense,778,30,0,449,3
CLI1248,M,No,96,No,Servicios,+20annos,Bajo,1,1928,Generacion Silenciosa,76479,Soria,1502,120,1,250,NULL
CLI1249,M,No,33,Si,Medico,10-20annos,Bajo,3,1991,Millennials,18849,Valladolid,133,30,0,326,5
CLI125,F,No,31,Si,Funcionario,<10annos,Bajo,3,1993,Millennials,31620,Orense,847,30,0,463,3
CLI1250,M,Si,63,Si,Otros,+20annos,Medio,7,1961,Generacion X,55112,Jaen,603,30,1,119,NULL
CLI1251,F,Si,69,Si,Artista,+20annos,Bajo,2,1955,Generacion X,66611,Zamora,583,50,0,288,NULL
CLI1252,M,No,55,No,Medico,+20annos,Bajo,3,1969,Generacion X,44606,Santa Cruz de Tenerife,1737,30,0,335,5
CLI1253,M,Si,75,Si,Ejecutivo,+20annos,Alto,2,1949,Generacion X,66346,Las Palmas,1502,50,0,515,1
CLI1254,F,Si,36,No,Otros,10-20annos,Bajo,2,1988,Millennials,29272,Santa Cruz de Tenerife,1721,30,0,452,3
CLI1255,F,Si,41,Si,Medico,10-20annos,Bajo,2,1983,Millennials,67784,Ciudad Real,1836,50,1,142,NULL
CLI1256,F,No,28,No,Ingeniero,<10annos,Bajo,6,1996,Millennials,31086,Baleares,12015,30,1,345,5
CLI1257,F,No,32,No,Ingeniero,10-20annos,Bajo,5,1992,Millennials,30462,La Corui±a,663,30,0,320,5
CLI1258,F,No,35,Si,Funcionario,10-20annos,Bajo,2,1989,Millennials,31921,Santa Cruz de Tenerife,1284,30,0,557,4
CLI1259,F,Si,75,No,Ingeniero,+20annos,Bajo,1,1949,Generacion X,126009,Albacete,1678,120,1,225,NULL
CLI126,M,Si,43,No,Otros,+20annos,Bajo,2,1981,Millennials,48982,Las Palmas,847,30,1,216,NULL
CLI1260,M,Si,95,Si,Servicios,+20annos,Alto,2,1929,Generacion Silenciosa,35276,Gerona,1385,50,1,340,5
CLI1261,M,Si,54,Si,Artista,+20annos,Bajo,3,1970,Generacion X,39073,Jaen,1228,30,1,276,NULL
CLI1262,F,Si,35,Si,Construccion,10-20annos,Alto,2,1989,Millennials,23416,Madrid,156,30,1,265,NULL
CLI1263,M,Si,31,Si,Funcionario,<10annos,Bajo,4,1993,Millennials,18920,Melilla,2043,30,0,427,3
CLI1264,F,No,29,Si,Construccion,<10annos,Bajo,1,1995,Millennials,21641,Castellon,14085,30,1,136,NULL
CLI1265,M,Si,91,No,Servicios,+20annos,Bajo,1,1933,Generacion Silenciosa,108310,Valladolid,1619,120,1,192,NULL
CLI1266,F,No,69,Si,Artista,+20annos,Bajo,1,1955,Generacion X,83153,Madrid,779,50,0,299,NULL
CLI1267,M,Si,72,No,Servicios,+20annos,Alto,2,1952,Generacion X,104900,Cadiz,1678,120,0,479,3
CLI1268,F,Si,42,Si,Artista,+20annos,Medio,3,1982,Millennials,70520,Soria,1836,30,1,334,5
CLI1269,M,Si,67,Si,Otros,+20annos,Bajo,1,1957,Generacion X,99980,Granada,1502,50,0,330,5
CLI127,F,Si,30,No,Negocios/empresa,<10annos,Bajo,2,1994,Millennials,25210,Gerona,1238,30,0,476,3
CLI1270,F,Si,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,96424,Almeri­a,1541,50,0,504,1
CLI1271,F,No,33,Si,Medico,10-20annos,Bajo,2,1991,Millennials,21650,Pontevedra,916,30,1,100,NULL
CLI1272,M,Si,51,NULL,Otros,+20annos,Medio,5,1973,Generacion X,76609,Almeri­a,564,30,0,584,4
CLI1273,M,No,58,No,Otros,+20annos,Bajo,1,1966,Generacion X,51532,Gerona,1111,30,0,287,NULL
CLI1274,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,22471,Alicante,3099,30,1,369,3
CLI1275,F,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,100037,Albacete,974,50,0,182,NULL
CLI1276,F,Si,63,Si,Medico,+20annos,Bajo,7,1961,Generacion X,52220,Pontevedra,1424,30,0,529,1
CLI1277,F,Si,54,No,Ingeniero,+20annos,Bajo,2,1970,Generacion X,120106,La Rioja,1482,120,0,126,NULL
CLI1278,F,No,28,No,Artista,<10annos,Bajo,3,1996,Millennials,20792,Leon,1098,30,0,393,3
CLI1279,F,No,34,Si,Ingeniero,10-20annos,Bajo,1,1990,Millennials,30390,Zamora,179,30,0,211,NULL
CLI128,F,Si,46,No,Ingeniero,+20annos,Bajo,1,1978,Generacion X,37207,Cadiz,1443,30,0,410,3
CLI1280,M,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,27276,Caceres,14775,30,1,192,NULL
CLI1281,M,No,36,Si,Funcionario,10-20annos,Bajo,5,1988,Millennials,21564,Cuenca,1445,30,1,297,NULL
CLI1282,M,No,32,Si,Funcionario,10-20annos,Bajo,6,1992,Millennials,18704,Leon,916,30,1,335,5
CLI1283,M,Si,42,Si,Artista,+20annos,Medio,4,1982,Millennials,52548,Gerona,1859,30,0,450,3
CLI1284,M,Si,68,Si,Ejecutivo,+20annos,Alto,2,1956,Generacion X,42720,Huesca,1013,50,0,224,NULL
CLI1285,M,Si,65,No,Ingeniero,+20annos,Bajo,1,1959,Generacion X,125440,Huesca,1267,120,0,546,4
CLI1286,F,Si,30,Si,Otros,<10annos,Bajo,5,1994,Millennials,22765,Burgos,755,30,0,304,5
CLI1287,F,Si,56,Si,Artista,+20annos,Medio,3,1968,Generacion X,74773,Alicante,759,80,1,316,5
CLI1288,M,No,65,No,Otros,+20annos,Bajo,3,1959,Generacion X,120501,Sevilla,915,200,0,176,NULL
CLI1289,F,Si,86,No,Construccion,+20annos,Bajo,1,1938,Generacion Silenciosa,98837,Huelva,72,120,1,146,NULL
CLI129,M,Si,79,Si,Artista,+20annos,Medio,2,1945,Generacion Silenciosa,76162,Teruel,681,50,1,370,3
CLI1290,F,No,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,86764,Segovia,1514,50,0,233,NULL
CLI1291,M,Si,41,Si,Ejecutivo,10-20annos,Alto,4,1983,Millennials,27901,Murcia,1859,30,1,220,NULL
CLI1292,M,Si,33,No,Artista,10-20annos,Medio,2,1991,Millennials,30253,Granada,1261,30,0,335,5
CLI1293,M,Si,47,Si,Otros,+20annos,Medio,2,1977,Generacion X,37949,Navarra,1639,50,1,102,NULL
CLI1294,M,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,115415,Soria,755,50,1,206,NULL
CLI1295,F,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,60067,Palencia,663,50,0,76,NULL
CLI1296,F,No,33,No,Ingeniero,10-20annos,Bajo,5,1991,Millennials,28833,Las Palmas,156,30,0,454,3
CLI1297,F,Si,44,Si,Artista,+20annos,Medio,2,1980,Generacion X,59329,Ceuta,133,50,0,572,4
CLI1298,F,Si,68,Si,Artista,+20annos,Alto,3,1956,Generacion X,109157,Burgos,818,80,1,337,5
CLI1299,M,No,24,No,Funcionario,<10annos,Bajo,8,2000,Generacion Z,16723,Ceuta,14775,30,0,551,4
CLI13,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,20827,Zamora,2202,30,1,319,5
CLI130,F,Si,31,Si,Ingeniero,<10annos,Bajo,2,1993,Millennials,26401,Navarra,1031,30,0,202,NULL
CLI1300,F,Si,73,Si,Servicios,+20annos,Alto,2,1951,Generacion X,118619,Huelva,994,50,1,272,NULL
CLI1301,M,Si,74,Si,Artista,+20annos,Bajo,1,1950,Generacion X,102618,ilava,1619,50,1,172,NULL
CLI1302,M,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,112969,Valencia,15215,80,0,107,NULL
CLI1303,M,No,30,No,Funcionario,<10annos,Bajo,3,1994,Millennials,20619,Albacete,1261,30,0,396,3
CLI1304,M,No,31,Si,Medico,<10annos,Bajo,3,1993,Millennials,22210,Gerona,1744,30,1,302,5
CLI1305,M,Si,50,Si,Medico,+20annos,Medio,2,1974,Generacion X,35801,Almeri­a,1463,50,1,304,5
CLI1306,M,Si,65,Si,Artista,+20annos,Medio,2,1959,Generacion X,116175,Albacete,837,50,0,180,NULL
CLI1307,M,No,21,No,Funcionario,<10annos,Bajo,2,2003,Generacion Z,17538,La Corui±a,2375,30,0,199,NULL
CLI1308,M,Si,68,Si,Artista,+20annos,Bajo,4,1956,Generacion X,73083,Tarragona,681,80,1,187,NULL
CLI1309,F,No,79,Si,Servicios,+20annos,Bajo,1,1945,Generacion Silenciosa,79156,Burgos,955,50,1,365,NULL
CLI131,M,No,39,Si,Otros,10-20annos,Bajo,5,1985,Millennials,20825,Zaragoza,1813,30,0,162,NULL
CLI1310,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,21199,Cuenca,2064,30,0,185,NULL
CLI1311,F,No,31,Si,Otros,<10annos,Bajo,3,1993,Millennials,20852,Toledo,1445,30,1,111,NULL
CLI1312,M,No,28,No,Medico,<10annos,Bajo,4,1996,Millennials,25538,Santa Cruz de Tenerife,2858,30,0,207,NULL
CLI1313,M,Si,40,Si,Otros,10-20annos,Bajo,2,1984,Millennials,108269,Tarragona,1813,50,1,269,NULL
CLI1314,F,No,36,Si,Funcionario,10-20annos,Bajo,2,1988,Millennials,25546,Pontevedra,1491,30,0,139,NULL
CLI1315,M,Si,65,No,Otros,+20annos,Medio,4,1959,Generacion X,65193,Vizcaya,1013,30,0,65,NULL
CLI1316,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,13891,La Corui±a,1581,30,0,588,4
CLI1317,M,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,19474,Zamora,1788,30,0,461,3
CLI1318,M,Si,30,No,Servicios,<10annos,Medio,6,1994,Millennials,28495,Zaragoza,1054,30,0,485,3
CLI1319,F,No,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,96491,Santa Cruz de Tenerife,1639,50,0,485,1
CLI132,M,Si,43,Si,Ejecutivo,+20annos,Alto,5,1981,Millennials,102501,Zamora,916,30,0,224,NULL
CLI1320,F,Si,81,No,Servicios,+20annos,Alto,2,1943,Generacion Silenciosa,126204,Almeri­a,1697,120,0,454,3
CLI1321,M,No,29,No,Medico,<10annos,Bajo,1,1995,Millennials,23117,Madrid,2099,30,1,170,NULL
CLI1322,M,Si,84,Si,Artista,+20annos,Bajo,1,1940,Generacion Silenciosa,107431,Pontevedra,798,50,0,211,NULL
CLI1323,M,No,45,Si,Artista,+20annos,Bajo,3,1979,Generacion X,105402,Leon,663,30,0,507,4
CLI1324,F,No,35,No,Negocios/empresa,10-20annos,Bajo,1,1989,Millennials,22446,Guadalajara,1882,30,0,481,3
CLI1325,F,Si,33,No,Artista,10-20annos,Medio,2,1991,Millennials,21224,Granada,1836,30,1,189,NULL
CLI1326,M,Si,77,No,Servicios,+20annos,Bajo,2,1947,Generacion X,37378,ilava,935,30,0,156,NULL
CLI1327,M,Si,55,Si,Artista,+20annos,Bajo,3,1969,Generacion X,33367,Guipiºzcoa,1306,30,0,220,NULL
CLI1328,M,Si,43,No,Ejecutivo,+20annos,Alto,4,1981,Millennials,85797,Murcia,1031,30,0,431,3
CLI1329,F,Si,46,Si,Artista,+20annos,Bajo,2,1978,Generacion X,123477,Burgos,72,50,0,133,NULL
CLI133,F,Si,76,Si,Servicios,+20annos,Alto,2,1948,Generacion X,126886,Toledo,779,50,0,70,NULL
CLI1330,F,Si,44,Si,Artista,+20annos,Bajo,3,1980,Generacion X,117703,Las Palmas,1376,30,0,54,NULL
CLI1331,F,Si,43,Si,Construccion,+20annos,Bajo,1,1981,Millennials,27520,Madrid,1744,30,0,457,1
CLI1332,F,Si,97,Si,Servicios,+20annos,Alto,2,1927,Generacion Silenciosa,106336,Cordoba,1697,50,0,543,1
CLI1333,F,No,47,Si,Artista,+20annos,Bajo,1,1977,Generacion X,86975,Soria,1619,50,0,98,NULL
CLI1334,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,14397,Ceuta,2789,30,0,321,5
CLI1335,F,Si,50,No,Artista,+20annos,Bajo,1,1974,Generacion X,90589,Palencia,74,120,0,586,4
CLI1336,F,NULL,33,Si,Servicios,10-20annos,Medio,4,1991,Millennials,27778,Murcia,1399,30,0,241,NULL
CLI1337,F,Si,43,NULL,Medico,+20annos,Bajo,1,1981,Millennials,94188,Ceuta,801,120,1,291,NULL
CLI1338,F,No,39,Si,Funcionario,10-20annos,Bajo,1,1985,Millennials,28374,Almeri­a,1974,30,0,296,NULL
CLI1339,M,Si,58,Si,Medico,+20annos,Bajo,3,1966,Generacion X,67875,Barcelona,7,80,0,587,4
CLI134,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,16116,Pontevedra,14085,30,0,465,3
CLI1340,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,12410,Leon,2064,30,0,340,5
CLI1341,F,No,24,NULL,Otros,<10annos,Bajo,3,2000,Generacion Z,15143,Gerona,2892,30,0,542,4
CLI1342,M,Si,42,No,Artista,+20annos,Medio,3,1982,Millennials,39580,Guadalajara,1077,30,1,118,NULL
CLI1343,M,Si,40,Si,Ejecutivo,10-20annos,Medio,3,1984,Millennials,81695,Valencia,1629,30,0,261,NULL
CLI1344,M,Si,69,Si,Artista,+20annos,Medio,4,1955,Generacion X,112238,Soria,7,80,1,140,NULL
CLI1345,M,No,34,Si,Artista,10-20annos,Bajo,2,1990,Millennials,24820,Melilla,1284,30,1,349,5
CLI1346,M,No,28,No,Otros,<10annos,Bajo,1,1996,Millennials,20720,Ceuta,1547,30,0,538,4
CLI1347,M,Si,57,Si,Otros,+20annos,Bajo,2,1967,Generacion X,124732,Caceres,1756,50,1,131,NULL
CLI1348,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,12643,Granada,234,30,0,376,3
CLI1349,F,No,39,Si,Funcionario,10-20annos,Bajo,1,1985,Millennials,27755,ilava,1629,30,1,183,NULL
CLI135,M,Si,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,52430,Gerona,642,50,0,457,3
CLI1350,F,No,33,No,Funcionario,10-20annos,Bajo,4,1991,Millennials,18885,Gerona,985,30,0,412,3
CLI1351,F,Si,65,Si,Artista,+20annos,Medio,5,1959,Generacion X,127573,Palencia,1619,200,1,299,NULL
CLI1352,F,No,28,No,Ingeniero,<10annos,Bajo,3,1996,Millennials,22930,Leon,2685,30,0,366,3
CLI1353,M,Si,85,Si,Servicios,+20annos,Bajo,1,1939,Generacion Silenciosa,39679,Segovia,1072,50,0,375,3
CLI1354,F,Si,64,Si,Medico,+20annos,Medio,2,1960,Generacion X,69810,Palencia,915,50,0,590,4
CLI1355,F,Si,42,Si,Artista,+20annos,Bajo,4,1982,Millennials,79905,Cordoba,1353,30,0,482,1
CLI1356,M,Si,32,No,Negocios/empresa,10-20annos,Bajo,4,1992,Millennials,25746,Guipiºzcoa,1767,30,0,365,NULL
CLI1357,M,Si,62,Si,Artista,+20annos,Medio,3,1962,Generacion X,28975,Guadalajara,876,30,0,198,NULL
CLI1358,F,No,41,Si,Otros,10-20annos,Bajo,2,1983,Millennials,34107,Madrid,1537,30,1,313,5
CLI1359,M,Si,54,Si,Medico,+20annos,Medio,4,1970,Generacion X,103002,Castellon,1072,80,1,385,3
CLI136,F,Si,55,Si,Ingeniero,+20annos,Alto,2,1969,Generacion X,123559,Valladolid,935,50,0,468,3
CLI1360,F,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,125369,Ciudad Real,1399,50,0,87,NULL
CLI1361,M,NULL,61,Si,Artista,+20annos,Medio,3,1963,Generacion X,44290,Zaragoza,1443,30,0,46,NULL
CLI1362,M,No,31,Si,Medico,<10annos,Bajo,1,1993,Millennials,30947,Zaragoza,1376,30,0,216,NULL
CLI1363,F,No,39,No,Ingeniero,10-20annos,Bajo,2,1985,Millennials,20541,Lugo,1215,30,0,284,NULL
CLI1364,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,26881,Madrid,1788,30,0,181,NULL
CLI1365,F,Si,47,Si,Artista,+20annos,Medio,2,1977,Generacion X,106695,Alicante,1658,50,1,241,NULL
CLI1366,M,No,20,No,Funcionario,<10annos,Bajo,1,2004,Generacion Z,18295,La Rioja,2271,30,1,341,5
CLI1367,M,No,33,No,Medico,10-20annos,Bajo,4,1991,Millennials,20062,Burgos,2066,30,0,412,3
CLI1368,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,13716,Sevilla,14775,30,0,90,NULL
CLI1369,M,Si,92,No,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,31069,Valladolid,583,30,1,261,NULL
CLI137,M,No,33,No,Ejecutivo,10-20annos,Bajo,5,1991,Millennials,19725,Ciudad Real,1629,30,1,113,NULL
CLI1370,F,No,46,Si,Ingeniero,+20annos,Bajo,1,1978,Generacion X,58270,Gerona,1737,50,0,450,1
CLI1371,M,No,31,Si,Medico,<10annos,Bajo,1,1993,Millennials,30057,Murcia,1675,30,0,187,NULL
CLI1372,M,Si,80,Si,Servicios,+20annos,Medio,2,1944,Generacion Silenciosa,128725,Cuenca,1013,50,0,108,NULL
CLI1373,F,Si,67,Si,Servicios,+20annos,Alto,4,1957,Generacion X,106369,Murcia,1385,80,0,381,1
CLI1374,F,Si,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,91400,Las Palmas,1248,50,0,285,NULL
CLI1375,M,Si,54,Si,Artista,+20annos,Bajo,2,1970,Generacion X,23036,Lugo,1326,30,0,253,NULL
CLI1376,F,Si,92,Si,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,74609,Cordoba,1346,50,1,199,NULL
CLI1377,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,18335,Cordoba,1995,30,1,381,3
CLI1378,F,No,46,Si,Ingeniero,+20annos,Bajo,1,1978,Generacion X,85223,Zamora,1091,50,0,84,NULL
CLI1379,F,No,34,No,Medico,10-20annos,Bajo,4,1990,Millennials,27302,Huelva,778,30,0,80,NULL
CLI138,F,No,45,No,Artista,+20annos,Bajo,2,1979,Generacion X,93183,Vizcaya,1652,120,0,90,NULL
CLI1380,F,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,48704,Teruel,935,30,1,317,5
CLI1381,M,Si,64,Si,Artista,+20annos,Medio,2,1960,Generacion X,57446,Barcelona,1189,50,1,145,NULL
CLI1382,M,Si,79,Si,Artista,+20annos,Alto,5,1945,Generacion Silenciosa,123333,ilava,1365,200,0,165,NULL
CLI1383,M,Si,50,Si,Artista,+20annos,Medio,4,1974,Generacion X,49147,Lugo,1463,30,0,74,NULL
CLI1384,M,Si,54,Si,Otros,+20annos,Medio,5,1970,Generacion X,122323,Sevilla,1248,200,1,152,NULL
CLI1385,F,No,22,No,Negocios/empresa,<10annos,Bajo,3,2002,Generacion Z,15995,Madrid,2478,30,0,352,5
CLI1386,F,No,34,No,Servicios,10-20annos,Bajo,4,1990,Millennials,20225,Palencia,1606,30,0,433,3
CLI1387,M,Si,55,Si,Artista,+20annos,Bajo,2,1969,Generacion X,45122,Orense,779,50,0,370,3
CLI1388,F,No,72,No,Servicios,+20annos,Bajo,1,1952,Generacion X,39471,Melilla,1619,30,0,376,3
CLI1389,F,Si,86,Si,Servicios,+20annos,Alto,2,1938,Generacion Silenciosa,106375,Caceres,117,50,0,393,3
CLI139,F,No,43,Si,Artista,+20annos,Bajo,4,1981,Millennials,44048,Guipiºzcoa,1859,30,1,246,NULL
CLI1390,F,Si,50,Si,Artista,+20annos,Medio,3,1974,Generacion X,46837,Sevilla,15215,30,0,594,4
CLI1391,M,Si,32,No,Funcionario,10-20annos,Bajo,4,1992,Millennials,25524,Ciudad Real,2043,30,1,151,NULL
CLI1392,M,No,28,No,Funcionario,<10annos,Bajo,3,1996,Millennials,27928,Alicante,12705,30,1,326,5
CLI1393,F,Si,68,No,Medico,+20annos,Medio,5,1956,Generacion X,70584,Madrid,642,30,0,225,NULL
CLI1394,F,No,31,Si,Funcionario,<10annos,Bajo,1,1993,Millennials,20390,Guipiºzcoa,1238,30,1,152,NULL
CLI1395,F,Si,54,No,Ingeniero,+20annos,Bajo,1,1970,Generacion X,30455,ivila,1737,30,0,258,NULL
CLI1396,M,No,32,Si,Artista,10-20annos,Bajo,1,1992,Millennials,25365,La Rioja,133,30,0,380,3
CLI1397,M,No,57,Si,Artista,+20annos,Bajo,1,1967,Generacion X,24282,Albacete,642,30,0,385,3
